DisorderID,OrphaCode,ExpertLink,DisorderName,DisorderType,DisorderGroup,AgeOfOnsetIDs,AgeOfOnsetNames,InheritanceTypeIDs,InheritanceTypeNames
29862,597733,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=597733,Oculocutaneous albinism type 8,Disease,Disorder,23529,Childhood,23417,Autosomal recessive
29863,597738,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=597738,Luscan-Lumish syndrome,Malformation syndrome,Disorder,23508|23529|23522|23515,Antenatal|Childhood|Infancy|Neonatal,23410,Autosomal dominant
29868,597887,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=597887,ALPI-related inflammatory bowel disease,Disease,Disorder,23536|23522,Adolescent|Infancy,23417,Autosomal recessive
12397,93555,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93555,Mixed cryoglobulinemia type III,Etiological subtype,Subtype of disorder,23557,All ages,,
12396,93554,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93554,Mixed cryoglobulinemia type II,Etiological subtype,Subtype of disorder,23557,All ages,,
29871,597939,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=597939,Euthyroid dysprealbuminemic hyperthyroxinemia,Disease,Disorder,23543,Adult,23410,Autosomal dominant
29864,597743,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=597743,SETD2-related microcephaly-severe intellectual disability-multiple congenital anomalies syndrome,Malformation syndrome,Disorder,23515,Neonatal,23410,Autosomal dominant
29865,597746,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=597746,Blepharophimosis-intellectual disability syndrome/genitopatellar overlap syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,,
12394,93552,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93552,Pediatric systemic lupus erythematosus,Disease,Disorder,23536|23529|23522|23515,Adolescent|Childhood|Infancy|Neonatal,23494,Not applicable
29867,597874,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=597874,MTHFS-related developmental delay-microcephaly-short stature-epilepsy syndrome,Disease,Disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,23417,Autosomal recessive
12404,93562,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93562,AFib amyloidosis,Clinical subtype,Subtype of disorder,,,23410,Autosomal dominant
29876,598216,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=598216,Upper tract urothelial carcinoma,Disease,Disorder,23564,No data available,,
29879,598603,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=598603,Facial dysmorphism-hypertrichosis-epilepsy-intellectual disability/developmental delay-gingival overgrowth syndrome,Malformation syndrome,Disorder,23529|23522|23515,Childhood|Infancy|Neonatal,23410,Autosomal dominant
29878,598363,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=598363,Multisystem inflammatory syndrome in children and adults,Disease,Disorder,23529,Childhood,,
29875,598164,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=598164,FOXG1 syndrome due to intragenic alteration,Clinical subtype,Subtype of disorder,,,23410,Autosomal dominant
12402,93560,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93560,AApoAI amyloidosis,Clinical subtype,Subtype of disorder,,,23410,Autosomal dominant
12403,93561,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93561,ALys amyloidosis,Clinical subtype,Subtype of disorder,,,23410,Autosomal dominant
12413,93571,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93571,Dense deposit disease,Histopathological subtype,Subtype of disorder,23529,Childhood,23417,Autosomal recessive
12410,93568,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93568,Juvenile polymyositis,Disease,Disorder,23536|23529,Adolescent|Childhood,,
29831,597201,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=597201,TRIM22-related inflammatory bowel disease,Disease,Disorder,23515,Neonatal,23417,Autosomal recessive
12382,93474,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93474,Scheie syndrome,Clinical subtype,Subtype of disorder,23536|23543|23529,Adolescent|Adult|Childhood,23417,Autosomal recessive
12383,93476,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93476,Hurler-Scheie syndrome,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
12381,93473,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93473,Hurler syndrome,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
12321,93399,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93399,Juvenile sialidosis type 2,Clinical subtype,Subtype of disorder,23536,Adolescent,23417,Autosomal recessive
12320,93398,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93398,Genochondromatosis type 2,Disease,Disorder,23529,Childhood,,
12322,93400,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93400,Congenital sialidosis type 2,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
29924,599373,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=599373,STXBP1-related encephalopathy,Disease,Disorder,23515,Neonatal,23410,Autosomal dominant
12325,93403,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93403,Syndactyly type 2,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
29925,599376,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=599376,Hypomyelination of early myelinating structures,Disease,Disorder,23522,Infancy,23445,X-linked dominant
12324,93402,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93402,Syndactyly type 1,Morphological anomaly,Disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,23410,Autosomal dominant
12327,93405,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93405,Syndactyly type 4,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
29926,599418,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=599418,Hereditary angioedema with normal C1Inh not related to F12 or PLG variant,Clinical subtype,Subtype of disorder,,,23410,Autosomal dominant
12326,93404,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93404,Syndactyly type 3,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
29927,599480,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=599480,Acquired hemophilia A,Disease,Disorder,23536|23543|23529|23550,Adolescent|Adult|Childhood|Elderly,23494,Not applicable
29928,599485,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=599485,Acquired hemophilia B,Disease,Disorder,23564,No data available,23494,Not applicable
12328,93406,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93406,Syndactyly type 5,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
29929,599490,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=599490,Acquired factor V deficiency,Disease,Disorder,23543|23550,Adult|Elderly,,
12331,93409,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93409,"Brachydactyly-syndactyly, Zhao type",Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
29930,599495,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=599495,Acquired factor VII deficiency,Disease,Disorder,23557,All ages,,
29931,599501,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=599501,Acquired factor X deficiency,Disease,Disorder,23557,All ages,,
29932,599507,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=599507,Acquired factor XI deficiency,Disease,Disorder,23536|23543,Adolescent|Adult,,
29933,599513,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=599513,Acquired factor XIII deficiency,Disease,Disorder,23536|23543|23529|23550,Adolescent|Adult|Childhood|Elderly,,
29934,599519,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=599519,Factor V short isoforms-related bleeding disorder,Disease,Disorder,23564,No data available,23410,Autosomal dominant
29935,599579,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=599579,Factor V Amsterdam bleeding disorder,Etiological subtype,Subtype of disorder,23564,No data available,23410,Autosomal dominant
12291,93360,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93360,"Spondyloepimetaphyseal dysplasia with joint laxity, leptodactylic type",Disease,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
12289,93358,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93358,Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
12288,93357,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93357,SPONASTRIME dysplasia,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
29899,599082,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=599082,CHD3-related developmental delay-speech delay-intellectual disability-abnormalities of vision-facial dysmorphism syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
12300,93372,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93372,Familial hypocalciuric hypercalcemia type 1,Etiological subtype,Subtype of disorder,23557,All ages,23410,Autosomal dominant
12306,93382,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93382,Brachydactyly type A6,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
12307,93383,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93383,Brachydactyly type B,Malformation syndrome,Disorder,23508,Antenatal,23410,Autosomal dominant
12310,93387,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93387,Brachydactyly type E,Malformation syndrome,Disorder,23508,Antenatal,23410,Autosomal dominant
12311,93388,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93388,Brachydactyly type A1,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
12308,93384,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93384,Brachydactyly type C,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23410|23417,Autosomal dominant|Autosomal recessive
12318,93396,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93396,Brachydactyly type A2,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
12319,93397,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93397,Brachydactyly type A7,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,,
12316,93394,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93394,Brachydactyly type A4,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
29740,595356,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=595356,Localized dystrophic epidermolysis bullosa,Disease,Disorder,23522|23515,Infancy|Neonatal,23410|23417,Autosomal dominant|Autosomal recessive
12527,93969,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93969,Open spinal dysraphism with a myelomeningocele,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,23424|23494,Multigenic/multifactorial|Not applicable
12522,93964,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93964,Blepharospasm-oromandibular dystonia syndrome,Disease,Disorder,23543|23550,Adult|Elderly,,
12516,93958,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93958,Oromandibular dystonia,Disease,Disorder,23536|23543|23529|23550|23522,Adolescent|Adult|Childhood|Elderly|Infancy,,
12540,94059,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94059,Uremic pruritus,Particular clinical situation in a disease or syndrome,Disorder,23536|23543|23529|23550,Adolescent|Adult|Childhood|Elderly,23494,Not applicable
12539,94058,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94058,Neovascular glaucoma,Particular clinical situation in a disease or syndrome,Disorder,23543|23550,Adult|Elderly,23494,Not applicable
12538,94056,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=94056,Isolated humero-ulnar synostosis,Morphological anomaly,Disorder,23564,No data available,23494,Not applicable
12534,93976,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93976,Anotia,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,,
12492,93932,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93932,FG syndrome type 1,Disease,Disorder,23508|23515,Antenatal|Neonatal,23431,X-linked recessive
12490,93930,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93930,Classic bladder exstrophy,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23424,Multigenic/multifactorial
12488,93928,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93928,Isolated epispadias,Clinical subtype,Subtype of disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,23424,Multigenic/multifactorial
12489,93929,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93929,Cloacal exstrophy,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23424,Multigenic/multifactorial
12486,93926,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93926,Midline interhemispheric variant of holoprosencephaly,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23424|23494,Multigenic/multifactorial|Not applicable
12484,93924,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93924,Lobar holoprosencephaly,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23424|23494,Multigenic/multifactorial|Not applicable
12485,93925,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93925,Alobar holoprosencephaly,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23424|23494,Multigenic/multifactorial|Not applicable
12482,93921,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93921,Full schwannomatosis,Disease,Disorder,23543|23550,Adult|Elderly,23410,Autosomal dominant
12511,93953,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93953,Familial thyroglossal duct cyst,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,,
12510,93952,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93952,"X-linked intellectual disability, Hedera type",Disease,Disorder,23522,Infancy,23431,X-linked recessive
29724,595109,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=595109,Atypical Timothy syndrome,Clinical subtype,Subtype of disorder,23508|23515,Antenatal|Neonatal,23410,Autosomal dominant
29725,595133,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=595133,Perivascular epithelioid cell neoplasm,Disease,Disorder,23536|23543|23529|23550,Adolescent|Adult|Childhood|Elderly,,
12508,93950,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93950,"X-linked intellectual disability, Sutherland-Haan type",Clinical subtype,Subtype of disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,23431,X-linked recessive
29722,595098,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=595098,Timothy syndrome type 1,Clinical subtype,Subtype of disorder,23508|23515,Antenatal|Neonatal,23410,Autosomal dominant
12507,93947,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93947,"X-linked intellectual disability, Golabi-Ito-Hall type",Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23431,X-linked recessive
29723,595105,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=595105,Timothy syndrome type 2,Clinical subtype,Subtype of disorder,23508|23515,Antenatal|Neonatal,23410,Autosomal dominant
12506,93946,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93946,Hamel cerebro-palato-cardiac syndrome,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23431,X-linked recessive
12505,93945,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93945,"X-linked intellectual disability, Porteous type",Clinical subtype,Subtype of disorder,23522,Infancy,23431,X-linked recessive
12501,93941,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93941,Laryngotracheoesophageal cleft type 4,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,,
12500,93940,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93940,Laryngotracheoesophageal cleft type 3,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,,
12499,93939,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93939,Laryngotracheoesophageal cleft type 2,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,,
12498,93938,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93938,Laryngotracheoesophageal cleft type 1,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,,
12449,93616,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93616,Hemoglobin H disease,Clinical subtype,Subtype of disorder,23557,All ages,23417,Autosomal recessive
12453,93622,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93622,Dent disease type 1,Clinical subtype,Subtype of disorder,23529,Childhood,23431,X-linked recessive
12454,93623,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93623,Dent disease type 2,Clinical subtype,Subtype of disorder,23529|23522,Childhood|Infancy,23431,X-linked recessive
12464,93672,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93672,Juvenile dermatomyositis,Disease,Disorder,23536|23529|23522,Adolescent|Childhood|Infancy,23494,Not applicable
12466,93685,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93685,Unicentric Castleman disease,Clinical subtype,Subtype of disorder,23557,All ages,,
12426,93591,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93591,Infantile nephronophthisis,Clinical subtype,Subtype of disorder,23508|23529|23522|23515,Antenatal|Childhood|Infancy|Neonatal,23417,Autosomal recessive
12427,93592,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93592,Juvenile nephronophthisis,Clinical subtype,Subtype of disorder,,,23417,Autosomal recessive
12425,93589,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93589,Late-onset nephronophthisis,Clinical subtype,Subtype of disorder,,,23417,Autosomal recessive
12431,93598,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93598,Primary hyperoxaluria type 1,Clinical subtype,Subtype of disorder,23557,All ages,23417,Autosomal recessive
29762,596008,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=596008,Antley-Bixler syndrome without genital anomaly or disorder of steroidogenesis,Clinical subtype,Subtype of disorder,,,23410,Autosomal dominant
12422,93583,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93583,Congenital thrombotic thrombocytopenic purpura,Clinical subtype,Subtype of disorder,23543|23529|23522|23515,Adult|Childhood|Infancy|Neonatal,23417,Autosomal recessive
12423,93585,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93585,Immune-mediated thrombotic thrombocytopenic purpura,Clinical subtype,Subtype of disorder,23557,All ages,23424,Multigenic/multifactorial
12443,93610,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93610,Distal renal tubular acidosis with anemia,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
29784,596759,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=596759,Combined immunodeficiency due to RELA haploinsufficiency,Disease,Disorder,23529,Childhood,23410,Autosomal dominant
12441,93608,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93608,Autosomal dominant distal renal tubular acidosis,Clinical subtype,Subtype of disorder,23536|23543,Adolescent|Adult,23410,Autosomal dominant
12440,93607,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93607,Autosomal recessive proximal renal tubular acidosis,Clinical subtype,Subtype of disorder,23529,Childhood,23417,Autosomal recessive
12446,93613,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93613,Cystinuria type B,Etiological subtype,Subtype of disorder,,,23466,Semi-dominant
29788,596937,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=596937,Portosinusoidal vascular disease,Disease,Disorder,23543,Adult,,
12445,93612,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93612,Cystinuria type A,Etiological subtype,Subtype of disorder,,,23417,Autosomal recessive
12435,93602,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93602,Xanthinuria type II,Etiological subtype,Subtype of disorder,,,23417,Autosomal recessive
12434,93601,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93601,Xanthinuria type I,Etiological subtype,Subtype of disorder,,,23417,Autosomal recessive
29776,596448,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=596448,IgG4-related systemic disease,Disease,Disorder,23536|23543|23529|23550,Adolescent|Adult|Childhood|Elderly,23494,Not applicable
12433,93600,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93600,Primary hyperoxaluria type 3,Clinical subtype,Subtype of disorder,23529|23522,Childhood|Infancy,23417,Autosomal recessive
12432,93599,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93599,Primary hyperoxaluria type 2,Clinical subtype,Subtype of disorder,23529,Childhood,23417,Autosomal recessive
12439,93606,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93606,Nephrogenic syndrome of inappropriate antidiuresis,Disease,Disorder,23529,Childhood,23431,X-linked recessive
29783,596753,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=596753,VEXAS syndrome,Disease,Disorder,23543|23550,Adult|Elderly,23494,Not applicable
12438,93605,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93605,Bartter syndrome type 3,Clinical subtype,Subtype of disorder,23536|23543|23529|23522,Adolescent|Adult|Childhood|Infancy,23417,Autosomal recessive
14111,99094,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99094,Laubry-Pezzi syndrome,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,,
14094,99077,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99077,Kommerell diverticulum,Morphological anomaly,Disorder,,,23494,Not applicable
14085,99068,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99068,Complete atrioventricular septal defect-tetralogy of Fallot,Clinical subtype,Subtype of disorder,,,23410|23494,Autosomal dominant|Not applicable
14084,99067,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99067,Complete atrioventricular septal defect with ventricular hypoplasia,Clinical subtype,Subtype of disorder,,,23410,Autosomal dominant
14080,99063,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99063,Shone complex,Malformation syndrome,Disorder,23543|23529|23522|23515,Adult|Childhood|Infancy|Neonatal,,
14142,99125,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99125,Congenital total pulmonary venous return anomaly,Morphological anomaly,Disorder,23515,Neonatal,23494,Not applicable
14141,99124,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99124,Congenital partial pulmonary venous return anomaly,Morphological anomaly,Disorder,23536|23543|23529|23522,Adolescent|Adult|Childhood|Infancy,,
14123,99106,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99106,"Atrial septal defect, ostium primum type",Clinical subtype,Subtype of disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,23410|23494,Autosomal dominant|Not applicable
14122,99105,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99105,"Atrial septal defect, sinus venosus type",Clinical subtype,Subtype of disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,23410|23494,Autosomal dominant|Not applicable
14121,99104,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99104,"Atrial septal defect, coronary sinus type",Clinical subtype,Subtype of disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,,
14120,99103,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99103,"Atrial septal defect, ostium secundum type",Clinical subtype,Subtype of disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,23410|23494,Autosomal dominant|Not applicable
14112,99095,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99095,Congenital Gerbode defect,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,,
14164,99147,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99147,Acquired von Willebrand syndrome,Disease,Disorder,23543,Adult,23494,Not applicable
14155,99138,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99138,Hemolytic anemia due to erythrocyte adenosine deaminase overproduction,Disease,Disorder,,,23410,Autosomal dominant
29579,592873,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=592873,Acute transverse myelitis with anti-MOG antibodies,Clinical subtype,Subtype of disorder,23536|23543|23529|23550|23522,Adolescent|Adult|Childhood|Elderly|Infancy,,
14158,99141,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99141,Lymphedema-posterior choanal atresia syndrome,Malformation syndrome,Disorder,23515,Neonatal,23417,Autosomal recessive
14147,99130,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99130,Congenital partial agenesis of pericardium,Morphological anomaly,Disorder,,,23494,Not applicable
14146,99129,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99129,Congenital complete agenesis of pericardium,Morphological anomaly,Disorder,,,23494,Not applicable
14148,99131,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99131,Pleuro-pericardial cyst,Morphological anomaly,Disorder,,,23494,Not applicable
14202,99329,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99329,"48,XYYY syndrome",Malformation syndrome,Disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,,
14203,99330,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=99330,"49,XYYYY syndrome",Malformation syndrome,Disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,,
